;genus;Latitude;Longitude;glc19SpId;Keep;code;eltoncode
323;Marasmius;45.694109999999995;6.0204;3529;0.7;F_57;791
334;Marasmius;45.79378;5.639419999999999;3239;0.7;F_57;791
342;Marasmius;45.5032;6.39449;2985;0.7;F_57;791
343;Marasmius;46.24378;5.66111;2985;0.7;F_57;791
344;Marasmius;45.43671;5.49449;2985;0.7;F_57;791
363;Marasmius;45.330690000000004;6.12844;3529;0.7;F_57;791
367;Marasmius;48.482279999999996;-2.62038;2985;0.7;F_57;791
368;Marasmius;48.79973;-3.4739;2985;0.7;F_57;791
376;Marasmius;48.71009;-3.46277;3529;0.7;F_57;791
379;Marasmius;48.53079;-3.4406199999999996;2985;0.7;F_57;791
381;Marasmius;48.702659999999995;-3.5982;2808;0.7;F_57;791
383;Marasmius;48.52339;-3.57559;3239;0.7;F_57;791
384;Marasmius;48.578340000000004;-2.4948;2985;0.7;F_57;791
385;Marasmius;48.56552;-2.7652099999999997;3744;0.7;F_57;791
398;Marasmius;48.79229;-3.6095599999999997;3105;0.7;F_57;791
400;Marasmius;48.4758;-2.7553400000000003;2808;0.7;F_57;791
409;Marasmius;48.889359999999996;-3.48507;2985;0.7;F_57;791
450;Marasmius;48.46918;-2.89026;3727;0.7;F_57;791
466;Marasmius;48.55209;-3.0354799999999997;2808;0.7;F_57;791
474;Marasmius;48.67426;-2.36876;3516;0.7;F_57;791
505;Marasmius;48.49477;-2.3503700000000003;2985;0.7;F_57;791
506;Marasmius;48.82114;-3.06668;2808;0.7;F_57;791
525;Marasmius;48.54515;-3.17056;2808;0.7;F_57;791
527;Marasmius;48.18636;-3.12855;2808;0.7;F_57;791
564;Marasmius;48.80702;-3.3382;3529;0.7;F_57;791
580;Marasmius;49.15381;2.52025;2985;0.7;F_57;791
581;Marasmius;49.60087;3.89874;2985;0.7;F_57;791
583;Marasmius;48.43203;2.12127;4671;0.7;F_57;791
584;Marasmius;46.69956;0.57844;2808;0.7;F_57;791
585;Marasmius;48.882670000000005;2.2500299999999998;3529;0.7;F_57;791
587;Marasmius;47.24946;4.91728;2985;0.7;F_57;791
597;Marasmius;48.094120000000004;7.0987100000000005;6131;0.7;F_57;791
603;Marasmius;47.22716;0.02574;3239;0.7;F_57;791
605;Marasmius;42.643264;9.442996;2808;0.7;F_57;791
606;Marasmius;49.937670000000004;-0.6774899999999999;2808;0.7;F_57;791
607;Marasmius;42.433085999999996;9.359407000000001;2985;0.7;F_57;791
608;Marasmius;48.3683;6.98488;2985;0.7;F_57;791
609;Marasmius;47.833490000000005;6.81093;3239;0.7;F_57;791
610;Marasmius;47.42945;4.923719999999999;3516;0.7;F_57;791
611;Marasmius;46.724940000000004;2.8036;3239;0.7;F_57;791
614;Marasmius;48.4348;2.66201;3744;0.7;F_57;791
616;Marasmius;48.65082;6.5986899999999995;2985;0.7;F_57;791
618;Marasmius;45.1943;2.93633;3529;0.7;F_57;791
621;Marasmius;47.0672;5.0426;2985;0.7;F_57;791
622;Marasmius;46.6346;2.6732;2985;0.7;F_57;791
623;Marasmius;48.79274;2.25132;3841;0.7;F_57;791
624;Marasmius;45.596959999999996;6.27185;2985;0.7;F_57;791
629;Marasmius;48.61085;1.9826099999999998;2985;0.7;F_57;791
633;Marasmius;43.184779999999996;5.52029;3239;0.7;F_57;791
641;Marasmius;47.31712;5.97925;3529;0.7;F_57;791
643;Marasmius;46.13295;-0.43346;2985;0.7;F_57;791
644;Marasmius;47.31712;5.97925;2985;0.7;F_57;791
645;Fomitopsis;47.481296;-2.171998;2810;0.5;F_43;777
646;Fomitopsis;47.527775;7.338732;2833;0.5;F_43;777
648;Fomitopsis;45.506278;3.859162;2833;0.5;F_43;777
649;Fomitopsis;45.000191;5.764009;2833;0.5;F_43;777
650;Fomitopsis;49.147697;2.006592;2810;0.5;F_43;777
651;Fomitopsis;43.259;-1.589;2833;0.5;F_43;777
652;Fomitopsis;43.155;-1.26;2810;0.5;F_43;777
653;Fomitopsis;43.191;-1.271;2810;0.5;F_43;777
654;Fomitopsis;43.006;-0.969;2833;0.5;F_43;777
655;Fomitopsis;43.903;-1.313;2833;0.5;F_43;777
656;Fomitopsis;43.002232;-0.731071;2833;0.5;F_43;777
657;Fomitopsis;44.22761;6.81943;2833;0.5;F_43;777
658;Fomitopsis;48.50162;0.63073;2810;0.5;F_43;777
659;Fomitopsis;48.319;0.50399;2810;0.5;F_43;777
660;Fomitopsis;49.36518;-0.78634;2810;0.5;F_43;777
661;Fomitopsis;44.32595;6.575;2833;0.5;F_43;777
662;Fomitopsis;44.40743;6.83158;2833;0.5;F_43;777
667;Fomitopsis;49.15381;3.47975;2810;0.5;F_43;777
668;Fomitopsis;44.95548;-0.61517;2833;0.5;F_43;777
669;Fomitopsis;48.4348;2.66201;2833;0.5;F_43;777
670;Fomitopsis;45.77309;6.41108;2833;0.5;F_43;777
671;Fomitopsis;49.06468;3.20525;2810;0.5;F_43;777
673;Fomitopsis;43.44185;-0.02574;2810;0.5;F_43;777
674;Fomitopsis;49.4122;1.27789;2810;0.5;F_43;777
675;Fomitopsis;47.83775;6.67741;2810;0.5;F_43;777
676;Fomitopsis;47.74359;6.80449;2833;0.5;F_43;777
677;Fomitopsis;45.46297;3.57583;2833;0.5;F_43;777
678;Fomitopsis;46.76655;6.34242;2833;0.5;F_43;777
679;Fomitopsis;49.02543;6.07724;2810;0.5;F_43;777
680;Fomitopsis;48.939;5.93552;2833;0.5;F_43;777
681;Fomitopsis;47.53513;-1.58829;2810;0.5;F_43;777
682;Fomitopsis;48.00883;6.95782;2833;0.5;F_43;777
683;Fomitopsis;49.21793;5.53939;2833;0.5;F_43;777
685;Fomitopsis;49.11169;6.21943;2833;0.5;F_43;777
687;Fomitopsis;48.79181;2.11521;2810;0.5;F_43;777
688;Fomitopsis;49.48447;5.69057;2833;0.5;F_43;777
690;Fomitopsis;47.08577;-1.55002;2833;0.5;F_43;777
691;Fomitopsis;46.12054;6.82158;2810;0.5;F_43;777
693;Fomitopsis;46.21477;6.69829;2833;0.5;F_43;777
694;Fomitopsis;48.21296;-0.16456;2810;0.5;F_43;777
696;Fomitopsis;49.06437;3.34209;2833;0.5;F_43;777
697;Fomitopsis;45.64452;2.93581;2833;0.5;F_43;777
699;Fomitopsis;45.06759;5.85943;2833;0.5;F_43;777
700;Fomitopsis;49.2445;3.20597;2833;0.5;F_43;777
702;Fomitopsis;45.73443;2.80711;2833;0.5;F_43;777
704;Fomitopsis;45.55448;2.93591;2833;0.5;F_43;777
705;Fomitopsis;49.03524;5.66728;2833;0.5;F_43;777
706;Fomitopsis;42.90256;0.00238;2810;0.5;F_43;777
707;Fomitopsis;42.98155;-0.36948;2810;0.5;F_43;777
708;Fomitopsis;42.8223;0.37321;2833;0.5;F_43;777
709;Fomitopsis;42.98531;-0.24709;2833;0.5;F_43;777
710;Fomitopsis;42.8878;-0.48644;2833;0.5;F_43;777
712;Fomitopsis;42.89546;-0.24206;2833;0.5;F_43;777
713;Fomitopsis;49.18122;-0.91018;2810;0.5;F_43;777
714;Fomitopsis;48.48265;-0.18082;2810;0.5;F_43;777
715;Fomitopsis;48.11555;-0.42771;2810;0.5;F_43;777
716;Fomitopsis;47.99272;-3.37508;2810;0.5;F_43;777
717;Fomitopsis;48.28289;-0.84345;2810;0.5;F_43;777
718;Fomitopsis;48.6587;-0.32742;2810;0.5;F_43;777
719;Fomitopsis;48.20545;-0.43356;2810;0.5;F_43;777
720;Fomitopsis;48.45815;-0.9917;2810;0.5;F_43;777
721;Fomitopsis;47.84187;6.54387;2810;0.5;F_43;777
722;Fomitopsis;47.82748;-3.0871;2810;0.5;F_43;777
723;Fomitopsis;48.56497;-0.45712;2810;0.5;F_43;777
724;Fomitopsis;49.01018;-0.6236;2810;0.5;F_43;777
725;Fomitopsis;48.41064;-3.96835;2810;0.5;F_43;777
726;Fomitopsis;46.8084;4.24586;2810;0.5;F_43;777
727;Fomitopsis;49.03524;5.66728;2833;0.5;F_43;777
728;Fomitopsis;49.29135;-0.23064;2810;0.5;F_43;777
730;Fomitopsis;48.53805;-3.3056099999999997;2810;0.5;F_43;777
731;Fomitopsis;48.71009;-3.46277;2810;0.5;F_43;777
734;Fomitopsis;48.53079;-3.4406199999999996;2810;0.5;F_43;777
735;Fomitopsis;48.52339;-3.57559;2810;0.5;F_43;777
736;Fomitopsis;48.49477;-2.3503700000000003;2810;0.5;F_43;777
737;Fomitopsis;48.79973;-3.4739;2810;0.5;F_43;777
741;Fomitopsis;48.702659999999995;-3.5982;2810;0.5;F_43;777
746;Fomitopsis;48.46239;-3.02515;2810;0.5;F_43;777
751;Fomitopsis;48.43434;2.5268200000000003;2833;0.5;F_43;777
753;Fomitopsis;48.34514;2.79755;2810;0.5;F_43;777
754;Fomitopsis;48.25517;2.7979;2810;0.5;F_43;777
755;Fomitopsis;49.60087;3.89874;2833;0.5;F_43;777
756;Fomitopsis;49.15381;2.52025;2810;0.5;F_43;777
762;Fomitopsis;49.33361;2.51858;2810;0.5;F_43;777
765;Fomitopsis;49.15147;2.10906;2810;0.5;F_43;777
766;Fomitopsis;49.0625;2.24743;2810;0.5;F_43;777
769;Fomitopsis;46.69956;0.57844;2810;0.5;F_43;777
771;Fomitopsis;46.77028;6.21149;2833;0.5;F_43;777
772;Fomitopsis;48.525220000000004;2.93229;2810;0.5;F_43;777
773;Fomitopsis;44.10908;7.56203;3369;0.5;F_43;777
774;Fomitopsis;47.24946;4.91728;2833;0.5;F_43;777
777;Fomitopsis;48.094120000000004;7.0987100000000005;2833;0.5;F_43;777
779;Fomitopsis;45.7095;5.37821;2833;0.5;F_43;777
786;Fomitopsis;45.712165999999996;4.626308;2810;0.5;F_43;777
787;Fomitopsis;48.063168;7.206491000000001;2833;0.5;F_43;777
788;Fomitopsis;47.945442;6.962534;2833;0.5;F_43;777
789;Fomitopsis;45.951782;6.901431;2833;0.5;F_43;777
790;Fomitopsis;48.412110999999996;2.638366;2833;0.5;F_43;777
791;Fomitopsis;48.423959;2.65924;2833;0.5;F_43;777
793;Fomitopsis;51.038540000000005;2.20688;2810;0.5;F_43;777
794;Fomitopsis;51.13328;2.0725;2810;0.5;F_43;777
798;Fomitopsis;48.056943;0.437522;2810;0.5;F_43;777
799;Fomitopsis;48.057316;0.436878;2810;0.5;F_43;777
800;Fomitopsis;45.37424;2.80836;2810;0.5;F_43;777
801;Fomitopsis;47.833490000000005;6.81093;2833;0.5;F_43;777
802;Fomitopsis;46.00472;2.93539;2833;0.5;F_43;777
803;Fomitopsis;48.45815;6.9917;2810;0.5;F_43;777
804;Fomitopsis;48.698159999999994;1.70913;2833;0.5;F_43;777
805;Fomitopsis;45.2538;5.61386;2833;0.5;F_43;777
806;Fomitopsis;48.794129999999996;2.52356;2810;0.5;F_43;777
807;Fomitopsis;48.788090000000004;1.7069;2810;0.5;F_43;777
810;Fomitopsis;45.16381;5.60965;2833;0.5;F_43;777
818;Fomitopsis;48.29659;-4.35941;2810;0.5;F_43;777
819;Fomitopsis;47.78711;5.07024;2833;0.5;F_43;777
824;Fomitopsis;48.008829999999996;6.95782;2833;0.5;F_43;777
825;Fomitopsis;44.17961;5.31418;2833;0.5;F_43;777
826;Fomitopsis;45.37395;2.6806099999999997;2810;0.5;F_43;777
828;Fomitopsis;48.65082;6.5986899999999995;2810;0.5;F_43;777
830;Fomitopsis;49.18122;-0.9101799999999999;2810;0.5;F_43;777
840;Fomitopsis;48.06985;4.14127;2810;0.5;F_43;777
842;Fomitopsis;48.28289;6.84345;2833;0.5;F_43;777
856;Fomitopsis;48.10315;6.83038;2833;0.5;F_43;777
857;Fomitopsis;46.13295;-0.43346;2833;0.5;F_43;777
858;Fomitopsis;48.700790000000005;1.9808599999999998;2833;0.5;F_43;777
865;Fomitopsis;48.69955;1.8449900000000001;2810;0.5;F_43;777
879;Fomitopsis;45.596959999999996;6.27185;2833;0.5;F_43;777
885;Fomitopsis;47.31712;5.97925;2833;0.5;F_43;777
888;Fomitopsis;47.42945;4.923719999999999;2833;0.5;F_43;777
898;Fomitopsis;45.68693;6.27718;2833;0.5;F_43;777
902;Fomitopsis;48.79274;2.25132;2810;0.5;F_43;777
918;Fomitopsis;43.184779999999996;5.52029;2833;0.5;F_43;777
924;Fomitopsis;45.16381;5.60965;2833;0.5;F_43;777
925;Fomitopsis;44.17961;5.31418;2833;0.5;F_43;777
926;Fomitopsis;48.74857;6.33315;2833;0.5;F_43;777
927;Fomitopsis;48.69816;1.70913;2810;0.5;F_43;777
929;Fomitopsis;45.2538;5.61386;2833;0.5;F_43;777
931;Fomitopsis;46.00457;2.80617;2833;0.5;F_43;777
932;Fomitopsis;48.70079;1.98086;2810;0.5;F_43;777
933;Fomitopsis;47.83349;6.81093;2833;0.5;F_43;777
934;Fomitopsis;48.69955;1.84499;2810;0.5;F_43;777
935;Fomitopsis;48.10315;6.83038;2833;0.5;F_43;777
936;Fomitopsis;48.45815;6.9917;2833;0.5;F_43;777
937;Fomitopsis;45.37395;2.68061;2833;0.5;F_43;777
944;Fomitopsis;48.65082;6.59869;2833;0.5;F_43;777
945;Fomitopsis;48.78948;1.843;2810;0.5;F_43;777
946;Fomitopsis;48.29659;-4.35941;2810;0.5;F_43;777
950;Fomitopsis;48.78809;1.7069;2810;0.5;F_43;777
951;Tremella;47.452796;5.11536;2813;1.0;F_29;763
952;Tremella;43.323;-1.711;2813;1.0;F_29;763
953;Tremella;43.323;-1.699;2813;1.0;F_29;763
954;Tremella;43.314;-1.674;2813;1.0;F_29;763
955;Tremella;43.331;-1.625;2813;1.0;F_29;763
956;Tremella;43.259;-1.614;2813;1.0;F_29;763
957;Tremella;43.268;-1.577;2813;1.0;F_29;763
958;Tremella;43.311;-1.477;2813;1.0;F_29;763
959;Tremella;43.175;-1.37;2813;1.0;F_29;763
960;Tremella;43.36;-1.76;2813;1.0;F_29;763
961;Tremella;43.626;-1.444;2813;1.0;F_29;763
962;Tremella;43.346;-1.341;2813;1.0;F_29;763
963;Tremella;42.98531;-0.24709;3719;1.0;F_29;763
964;Tremella;42.8223;0.37321;3719;1.0;F_29;763
965;Tremella;42.8878;-0.48644;3719;1.0;F_29;763
966;Tremella;42.88376;-0.6086;2813;1.0;F_29;763
967;Tremella;42.89546;-0.24206;3719;1.0;F_29;763
968;Tremella;42.90256;0.00238;2813;1.0;F_29;763
972;Tremella;49.29135;-0.23064;2813;1.0;F_29;763
973;Tremella;48.45815;-0.9917;2813;1.0;F_29;763
974;Tremella;47.22716;0.02574;2813;1.0;F_29;763
975;Tremella;49.01018;-0.6236;4780;1.0;F_29;763
976;Tremella;48.27844;-0.97808;2813;1.0;F_29;763
977;Tremella;48.19302;-0.8369;2813;1.0;F_29;763
979;Tremella;46.38591;-0.97043;2813;1.0;F_29;763
980;Tremella;48.79973;-3.4739;2813;1.0;F_29;763
981;Tremella;49.06484;3.06842;2813;1.0;F_29;763
983;Tremella;48.21296;-0.16456;2813;1.0;F_29;763
985;Tremella;48.6587;-0.32742;2813;1.0;F_29;763
986;Tremella;48.11555;-0.42771;2813;1.0;F_29;763
987;Tremella;48.41064;-3.96835;2813;1.0;F_29;763
988;Tremella;48.53805;-3.30561;2813;1.0;F_29;763
989;Tremella;48.98263;7.44246;5338;1.0;F_29;763
991;Tremella;48.28289;-0.84345;2813;1.0;F_29;763
992;Tremella;48.79229;-3.60956;2813;1.0;F_29;763
993;Tremella;48.385220000000004;-0.4453;2813;1.0;F_29;763
994;Tremella;48.79973;-3.4739;2813;1.0;F_29;763
995;Tremella;48.29659;-4.35941;2813;1.0;F_29;763
996;Tremella;48.98263;7.4424600000000005;5338;1.0;F_29;763
999;Tremella;48.49477;-2.3503700000000003;2813;1.0;F_29;763
1000;Tremella;48.82114;-3.06668;2813;1.0;F_29;763
1001;Tremella;48.71009;-3.46277;2813;1.0;F_29;763
1005;Tremella;48.53079;-3.4406199999999996;2813;1.0;F_29;763
1007;Tremella;48.52339;-3.57559;2813;1.0;F_29;763
1010;Tremella;48.79229;-3.6095599999999997;2813;1.0;F_29;763
1013;Tremella;48.702659999999995;-3.5982;2813;1.0;F_29;763
1014;Tremella;48.97477;2.7951;2813;1.0;F_29;763
1015;Tremella;48.34483;2.6625900000000002;2813;1.0;F_29;763
1016;Tremella;48.43434;2.5268200000000003;3719;1.0;F_29;763
1017;Tremella;48.34514;2.79755;2813;1.0;F_29;763
1018;Tremella;49.064840000000004;3.06842;2813;1.0;F_29;763
1019;Tremella;49.60087;3.89874;4780;1.0;F_29;763
1020;Tremella;49.15381;2.52025;2813;1.0;F_29;763
1021;Tremella;48.704190000000004;2.52438;2813;1.0;F_29;763
1022;Tremella;46.69956;0.57844;2813;1.0;F_29;763
1027;Tremella;48.525220000000004;2.93229;2813;1.0;F_29;763
1028;Tremella;45.970690000000005;5.77712;2813;1.0;F_29;763
1029;Tremella;47.24946;4.91728;2813;1.0;F_29;763
1032;Tremella;48.094120000000004;7.0987100000000005;6219;1.0;F_29;763
1033;Tremella;47.04377;6.09596;2813;1.0;F_29;763
1035;Tremella;48.79072;1.9791;2813;1.0;F_29;763
1036;Tremella;47.98109;1.99469;2813;1.0;F_29;763
1037;Tremella;47.35305;2.27142;2813;1.0;F_29;763
1038;Tremella;45.706720000000004;5.50667;2813;1.0;F_29;763
1039;Tremella;49.06726;7.58678;5338;1.0;F_29;763
1041;Tremella;47.393826000000004;4.883724;3719;1.0;F_29;763
1042;Tremella;44.771111;-0.6263890000000001;2813;1.0;F_29;763
1043;Tremella;44.774646999999995;-0.619533;2813;1.0;F_29;763
1044;Tremella;42.583169;9.271774;3719;1.0;F_29;763
1045;Tremella;48.406933;2.028198;2813;1.0;F_29;763
1046;Tremella;42.574068;9.330267999999998;3719;1.0;F_29;763
1047;Tremella;43.762463000000004;3.732353;3719;1.0;F_29;763
1048;Tremella;46.00472;2.93539;2813;1.0;F_29;763
1050;Tremella;48.698159999999994;1.70913;2813;1.0;F_29;763
1051;Tremella;48.65082;6.5986899999999995;2813;1.0;F_29;763
1052;Tremella;48.45815;6.9917;2813;1.0;F_29;763
1053;Tremella;49.18122;-0.9101799999999999;2813;1.0;F_29;763
1055;Tremella;48.78948;1.8430000000000002;2813;1.0;F_29;763
1056;Tremella;43.184779999999996;5.52029;2813;1.0;F_29;763
1058;Tremella;43.41429;6.888999999999999;2813;1.0;F_29;763
1059;Tremella;41.595259999999996;9.16705;2813;1.0;F_29;763
1060;Tremella;48.74857;6.33315;3719;1.0;F_29;763
1063;Tremella;43.14027;-0.9935299999999999;2813;1.0;F_29;763
1065;Tremella;49.18122;-0.91018;3719;1.0;F_29;763
1066;Tremella;48.21987;5.89549;3719;1.0;F_29;763
1067;Tremella;48.69816;1.70913;2813;1.0;F_29;763
1068;Laccaria;48.321369;-4.091915;2814;1.0;F_156;890
1069;Laccaria;43.555;-1.496;2814;1.0;F_156;890
1070;Laccaria;43.626;-1.444;3116;1.0;F_156;890
1072;Laccaria;43.886;-1.363;3171;1.0;F_156;890
1073;Laccaria;43.85;-1.376;3173;1.0;F_156;890
1075;Laccaria;43.958;-1.361;2814;1.0;F_156;890
1076;Laccaria;44.003;-1.322;2814;1.0;F_156;890
1077;Laccaria;43.903;-1.313;2814;1.0;F_156;890
1078;Laccaria;44.164;-1.293;3223;1.0;F_156;890
1080;Laccaria;42.878996;-0.435883;2814;1.0;F_156;890
1081;Laccaria;43.002104;-0.730868;2814;1.0;F_156;890
1082;Laccaria;49.46;6.09;3173;1.0;F_156;890
1083;Laccaria;48.319;0.50399;2814;1.0;F_156;890
1084;Laccaria;49.10795;-0.35627;3173;1.0;F_156;890
1085;Laccaria;44.761343;-0.601895;2814;1.0;F_156;890
1086;Laccaria;45.06759;5.85943;3490;1.0;F_156;890
1099;Laccaria;45.43948;5.36665;3695;1.0;F_156;890
1100;Laccaria;42.90256;0.00238;3633;1.0;F_156;890
1101;Laccaria;42.98531;-0.24709;2814;1.0;F_156;890
1105;Laccaria;42.98894;-0.12469;3633;1.0;F_156;890
1106;Laccaria;42.88376;-0.6086;3490;1.0;F_156;890
1107;Laccaria;43.06344;-0.61981;3490;1.0;F_156;890
1109;Laccaria;42.8223;0.37321;2814;1.0;F_156;890
1115;Laccaria;42.98155;-0.36948;2814;1.0;F_156;890
1120;Laccaria;46.37657;-1.23031;3173;1.0;F_156;890
